file,track,model,tp,rate,ctx,variant,date,backend,duration_s,completed,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,median_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,p99_itl_ms,mean_e2el_ms,median_e2el_ms,p99_e2el_ms
track4_llama4_scout_tp8_rate25.json,T4,llama4_scout,8,25,,,20260509-154131,,34.530372059,400,11.584004925187127,2316.0769847296015,4615.24132226843,64.90243619999092,65.22655849948933,98.51595612029996,35.73844435260181,37.00666614516986,41.409582796734156,35.63340496226209,36.92867499921704,45.115847599518,7153.722822452496,5625.72844350052,25512.23430836011
track4_llama4_scout_tp8_rate5.json,T4,llama4_scout,8,5,,,20260509-153928,,89.35403855000004,400,4.476574383106043,891.3642997281174,1779.863591851047,48.81720515000325,47.14602999956696,89.49693730890431,23.07940729204927,23.222998215998814,26.82915528822191,23.04724742570696,22.623617998760892,42.553614739517336,4614.880128562504,3510.749569500149,17588.228412420067
track4_llama4_scout_tp8_rate50.json,T4,llama4_scout,8,50,,,20260509-154317,,88.08309813000051,1500,17.029373760062036,2987.0770395891213,6723.730347516974,11200.512615795342,11248.392599499311,27066.423334059837,61.891455490983866,63.59096453331101,105.18918525037341,59.51082605597262,50.730585999190225,126.2402299003952,21579.636979937346,20967.328968499714,51081.29908743085
track4_qwen3_30b_tp2_rate1.json,T4,qwen3_30b,2,1,,,20260509-123934,,205.25834553999994,200,0.9743818185508311,217.75972071883248,429.9800807992035,41.57271132500682,41.56098149974241,69.79544059025102,12.692449260017789,12.304461012641088,17.46713100669425,12.516040944940155,11.989785999958258,20.38482303983987,2826.2038981049977,2100.7783919999383,11019.727103579848
track4_qwen3_30b_tp2_rate10.json,T4,qwen3_30b,2,10,,,20260509-130650,,64.07784395900035,500,7.803009107483714,1714.9141296063408,3329.1538357079266,68.44520979999834,66.89266100011082,115.440968340381,31.565999536276834,32.311245200683025,39.81569754676849,31.347055660145692,29.539748999923177,58.670154630199264,6926.428542264017,5641.027368000323,24721.95482249022
track4_qwen3_30b_tp2_rate25.json,T4,qwen3_30b,2,25,,,20260509-130749,,41.22677985700011,500,12.128039146746563,2665.4519315153725,5174.427901959421,98.76862399400488,98.05756899959306,176.67671555936977,47.431138725291206,48.50933433424479,63.63531174901793,44.91013129261885,43.866710999736824,80.16103009993458,9924.027395745985,8663.958508499945,31472.75799954975
track4_qwen3_30b_tp2_rate5.json,T4,qwen3_30b,2,5,,,20260509-124118,,88.17370936099996,400,4.536499631225945,1003.5871309179597,1920.19822265624,49.63879416500504,47.93231600001491,79.7810842097897,23.754862655415412,23.85928635324249,27.98333153852301,23.69169251739124,23.58640399984324,43.31815700977587,5267.141652382497,4333.992291499953,18313.59960586004
track4_qwen3_30b_tp2_rate50.json,T4,qwen3_30b,2,50,,,20260509-130942,,93.4139438329994,1444,15.458077678226585,3135.4847893332485,6560.733599853642,14761.940162466073,14138.431366999612,35120.952264749656,63.901962413078245,65.2231216400001,81.72243096540477,61.14680290722962,63.13277499975811,104.26132869974934,27103.09257676662,27097.10598449965,60531.53672499979
track4_qwen3_30b_tp4_rate1.json,T4,qwen3_30b,4,1,,,20260509-131453,,204.53436795299967,200,0.9778307772997756,218.53051126484036,431.5020545607315,38.38852997997037,29.708809499879862,78.49799073021676,9.014107270086836,9.030274367943004,11.270751394836346,8.9534475738363,8.971711999947729,11.83320400021331,2030.3961691399718,1424.4406664997769,7495.600324949718
track4_qwen3_30b_tp4_rate10.json,T4,qwen3_30b,4,10,,,20260509-131750,,58.40703914000005,500,8.560611997494238,1881.4170623612938,3652.3851087309167,37.87534139398849,37.524800000028335,70.75684659038416,17.313278402097936,17.546749617477943,20.817008261954808,17.21114078300158,17.08103500004654,26.380573080332418,3803.2597508959607,3060.446200500337,13503.052848129682
track4_qwen3_30b_tp4_rate25.json,T4,qwen3_30b,4,25,,,20260509-131839,,31.606100637000054,500,15.81973068245784,3476.797130467854,6749.4880956706365,51.0302576839822,50.3813740001533,79.92426389993852,24.139071188451506,24.025644795180877,30.166791128672884,23.957050096399925,23.408543000641657,33.88190240011682,5292.257731733993,4100.137851999989,18782.897057480375
track4_qwen3_30b_tp4_rate5.json,T4,qwen3_30b,4,5,,,20260509-131635,,84.34173289499995,400,4.742610642088352,1049.1840392959957,2007.4403760565524,35.123913190022904,32.61568200014153,77.78891596944048,14.574353565903465,14.486558513899201,18.694418191373014,14.525970516846536,14.253324000037537,25.875838790025227,3234.1056467075236,2608.190074000049,10977.945448709786
track4_qwen3_30b_tp4_rate50.json,T4,qwen3_30b,4,50,,,20260509-132003,,64.89417658499951,1500,23.114554786518852,4667.290902493886,9844.612161203906,5544.778319100665,5128.7204364998615,14475.764824119997,40.23240639464908,42.677311634666204,53.58399274118824,39.27799708774665,36.283933999584406,69.83494779919052,13436.487188791327,12518.914796999525,35300.20747834979
track4_qwen3_30b_tp8_rate1.json,T4,qwen3_30b,8,1,,,20260509-132524,,204.30328430100053,200,0.9789367835386312,218.77768706913102,431.9901185238449,35.63938982998934,24.962765500276873,86.77240097014536,7.864015067160698,7.766710387611255,9.466865580437096,7.8209925226646035,7.65978500021447,10.492476240506223,1775.69274523501,1265.3864520002571,6316.670910909997
track4_qwen3_30b_tp8_rate10.json,T4,qwen3_30b,8,10,,,20260509-132815,,56.59699219999948,500,8.834391732923303,1941.5872774949516,3769.193232851727,29.53159409998625,28.682952000053774,65.67454459961482,13.094498202006005,13.269346733912384,15.821582270610978,13.017682563151354,13.01294599988978,17.90974707030728,2877.4879927919883,2332.535028500388,10227.652499739605
track4_qwen3_30b_tp8_rate25.json,T4,qwen3_30b,8,25,,,20260509-132900,,28.299394042999666,500,17.668222833332486,3883.05134141848,7538.147271841305,38.27020099600304,38.35431649986276,53.99582754967014,16.9497354363467,17.562493381631775,19.28222896905754,16.867578078783794,17.152460000033898,22.88484459975735,3728.49132955801,3012.308862500049,13325.056955030386
track4_qwen3_30b_tp8_rate5.json,T4,qwen3_30b,8,5,,,20260509-132703,,83.27230406000035,400,4.803517862455052,1062.6582391216189,2033.221032025318,28.976355940003486,26.432137000028888,67.8413272202124,11.12040761573377,10.96285070891719,15.199063136134637,10.964186170155411,10.781580499951815,17.4855948901768,2443.5641312375083,1987.0969124999647,8316.945194440023
track4_qwen3_30b_tp8_rate50.json,T4,qwen3_30b,8,50,,,20260509-133012,,54.50996434999979,1500,27.51790462324905,5564.175350630204,11727.782390303517,2583.9336302426664,1924.4415480006865,7775.708965450012,32.4291651856019,34.995269117556646,44.97778281337392,31.586005151463148,26.04437300033169,56.392267919363796,8939.100917406,7498.369430999901,27622.669088820065
track5_qwen3_30b_bf16_rate1.json,T5,qwen3_30b_bf16,,1,,,20260509-133653,,204.2957573980002,200,0.9789728506714341,218.78574753230546,432.0060344085438,38.63623355000527,25.702812500185246,128.5800833300482,7.880644025207382,7.815121539348121,9.46477610327716,7.826884802503339,7.686998000281164,10.027043959344155,1780.0005280349797,1251.296716500292,6244.422363989551
track5_qwen3_30b_bf16_rate10.json,T5,qwen3_30b_bf16,,10,,,20260509-133933,,44.89083861200015,400,8.910504066481677,1971.2262621074087,3771.6158850001975,28.456248562467863,28.460696500133054,37.692336509344386,12.848849803518448,13.053139702816283,14.21493440135774,12.787484110262364,12.96734400011701,15.551184500118326,2844.5798179400117,2335.4294220002885,10029.634358610565
track5_qwen3_30b_bf16_rate25.json,T5,qwen3_30b_bf16,,25,,,20260509-134013,,23.804575118000685,400,16.803492522642237,3717.3526333215295,7112.5403062527,36.424503410003126,36.364595500344876,53.00407194969921,16.358297355956925,16.884581832905077,18.889127811004073,16.347228895572744,16.633720500067284,21.09884930951921,3636.4928698099925,2991.6794739997385,12919.519426480736
